Number,roi,sub-01,sub-02,sub-03,sub-05
410,Default Mode Network,0.42880607,0.28573635,0.44811106,0.4271835
411,Default Mode Network,0.484009,0.32195577,0.5291476,0.4313049
412,Default Mode Network,0.46435633,0.41226873,0.4446721,0.41055885
413,Default Mode Network,0.2769897,0.43285424,0.4203905,0.29977566
414,Default Mode Network,0.4975201,0.41615102,0.53126866,0.45280188
415,Default Mode Network,0.4714162,0.40707332,0.43778804,0.38640746
416,Default Mode Network,0.047598816,0.08069415,0.13699025,0.06636308
417,Default Mode Network,0.0064645647,0.0429328,0.076332405,0.029075975
418,Default Mode Network,0.19671845,0.21743178,0.22306736,0.08146752
419,Default Mode Network,0.19486335,0.14549674,0.22430466,0.22297028
420,Default Mode Network,0.053109687,0.039494704,0.03786982,0.05328609
421,Default Mode Network,0.16237764,0.22633712,0.10316548,0.13502498
422,Default Mode Network,0.11581239,0.13673669,0.12337246,0.04522173
423,Default Mode Network,0.34439075,0.27961168,0.31167933,0.1780149
424,Default Mode Network,0.012168668,0.035715017,0.01994407,0.018680526
425,Default Mode Network,0.09212057,0.15173444,0.14753027,0.17376353
426,Default Mode Network,0.35436764,0.3135653,0.31039327,0.13569632
427,Default Mode Network,0.11868919,0.087969854,0.16488297,0.04391077
428,Default Mode Network,0.022841332,0.035249367,0.08476868,0.0847996
429,Default Mode Network,0.17006713,0.14940299,0.16945058,0.10187826
430,Default Mode Network,0.3250977,0.21077515,0.21171007,0.18178912
431,Default Mode Network,0.1065482,0.047913335,0.12251012,0.030311426
432,Default Mode Network,0.38033602,0.31565726,0.26658148,0.28069556
433,Default Mode Network,0.34953725,0.19022933,0.10915202,0.17167681
434,Default Mode Network,0.15815273,0.167636,0.11281672,0.066284195
435,Default Mode Network,0.09778249,0.10084982,0.110133395,0.0893483
436,Default Mode Network,0.41022542,0.31100816,0.26982605,0.30059135
437,Default Mode Network,0.13395107,0.16850409,0.14662793,0.1023733
438,Default Mode Network,0.086723454,0.050126746,0.081330135,0.1045643
439,Default Mode Network,0.15326363,0.14969897,0.20085417,0.111937955
440,Default Mode Network,0.07833612,0.07069422,0.092082344,0.10924136
441,Default Mode Network,0.21488717,0.1529434,0.23548624,0.14997974
442,Default Mode Network,0.19943167,0.12930572,0.20766602,0.12108629
443,Default Mode Network,0.11496155,0.13866293,0.14871842,0.12520094
444,Default Mode Network,0.30354,0.16748951,0.33576408,0.17462383
445,Default Mode Network,0.21166666,0.23946561,0.23515038,0.20122622
446,Default Mode Network,0.29116234,0.21633074,0.19094802,0.065666705
447,Default Mode Network,0.14357613,0.18402512,0.1728659,0.08095757
448,Default Mode Network,0.30463278,0.31610474,0.16226415,0.15737098
449,Default Mode Network,0.43745595,0.273997,0.30803853,0.11114319
450,Default Mode Network,0.20701493,0.16139144,0.14498131,0.13013957
451,Default Mode Network,0.20859912,0.18429746,0.24446552,0.16228323
452,Default Mode Network,0.18825549,0.21926308,0.19547714,0.15545878
453,Default Mode Network,0.13452406,0.15293266,0.22024772,0.11589103
454,Default Mode Network,0.18726353,0.16300534,0.20970458,0.11595777
455,Default Mode Network,0.33726123,0.26775154,0.34400198,0.19695659
456,Default Mode Network,0.16883776,0.17349066,0.17430161,0.1194671
457,Default Mode Network,0.30990824,0.27088115,0.40368623,0.26328743
458,Default Mode Network,0.23746774,0.1608381,0.24305668,0.17074932
459,Default Mode Network,0.18698336,0.17346953,0.13466574,0.108508006
460,Default Mode Network,0.20937276,0.12013349,0.20764388,0.11235482
461,Default Mode Network,0.37700126,0.2966958,0.32623887,0.2104512
462,Default Mode Network,0.3475699,0.22227155,0.19461776,0.1547136
463,Default Mode Network,0.13451757,0.14873117,0.13055992,0.06579354
464,Default Mode Network,0.3731909,0.36294112,0.34059668,0.32245275
465,Default Mode Network,0.27302077,0.12813966,0.10606557,0.13273448
466,Default Mode Network,0.09300235,0.11564414,0.10806567,0.14343415
467,Default Mode Network,0.16663134,0.16817881,0.23114735,0.21136175
468,Default Mode Network,0.070938736,0.08490315,0.11495413,0.068797216
469,Default Mode Network,0.19666469,0.18986991,0.2821452,0.2214542
470,Default Mode Network,0.1896535,0.12521926,0.18494944,0.1083524
471,Default Mode Network,0.054412346,0.04764315,0.11507703,0.046506897
472,Default Mode Network,0.2882675,0.25205296,0.36444765,0.29536834
473,Default Mode Network,0.16175202,0.041864872,0.11838368,0.10915335
474,Default Mode Network,0.2868298,0.2577853,0.31616884,0.30484182
475,Default Mode Network,0.20319921,0.14483047,0.20393963,0.13205475
476,Default Mode Network,0.13208704,0.03826182,0.07461252,0.08645826
477,Default Mode Network,0.1573688,0.1069751,0.17011555,0.102501065
478,Default Mode Network,0.20701331,0.20446612,0.23465651,0.1445682
479,Default Mode Network,0.14316146,0.084483035,0.15728076,0.10376513
480,Default Mode Network,0.16099408,0.16605286,0.1898354,0.1354574
481,Default Mode Network,0.14668982,0.089108355,0.120757304,0.0900467
482,Default Mode Network,0.10493568,0.10545376,0.1584997,0.103846066
483,Default Mode Network,0.19311215,0.22934695,0.17698066,0.16183835
484,Default Mode Network,0.12803274,0.13093616,0.1464359,0.13112561
485,Default Mode Network,0.17537667,0.14500807,0.16222183,0.10795532
486,Default Mode Network,0.14885463,0.11917208,0.1301071,0.12983635
487,Default Mode Network,0.11190375,0.10216905,0.12238329,0.14432675
488,Default Mode Network,0.15853642,0.13488722,0.14867106,0.11846192
489,Default Mode Network,0.19987188,0.3090963,0.18531083,0.18272729
490,Default Mode Network,0.12955599,0.12948595,0.12794243,0.083391875
491,Default Mode Network,0.2211059,0.10585992,0.1909892,0.16782941
492,Default Mode Network,0.15734775,0.18036173,0.16962811,0.18478292
493,Default Mode Network,0.18055288,0.19212458,0.12693171,0.13808058
494,Default Mode Network,0.1654392,0.24829043,0.28968284,0.18659435
495,Default Mode Network,0.166751,0.20584914,0.19507827,0.17646025
496,Default Mode Network,0.20401648,0.22806868,0.27689606,0.23546635
497,Default Mode Network,0.16319664,0.2992491,0.2910077,0.2126611
498,Default Mode Network,0.22457945,0.24355334,0.29273054,0.19261713
499,Default Mode Network,0.04669801,0.0089980615,0.07710463,0.04088472
500,Default Mode Network,0.23701414,0.15511833,0.31508258,0.16225691
501,Visual Network,0.22223048,0.28646547,0.26133582,0.20947148
502,Visual Network,0.3714812,0.28684348,0.29828024,0.2616998
503,Visual Network,0.31752166,0.26959023,0.33545852,0.19309391
504,Visual Network,0.38232195,0.34334788,0.3345644,0.3569608
505,Visual Network,0.2422465,0.22898658,0.3324732,0.17267154
506,Visual Network,0.39991957,0.34314778,0.3961635,0.23796153
507,Visual Network,0.41806784,0.44383407,0.5025508,0.42688355
508,Visual Network,0.44799805,0.3969014,0.4692458,0.38461015
509,Visual Network,0.43307254,0.44109258,0.49758267,0.41621876
510,Visual Network,0.14867386,0.17609407,0.21220164,0.18677185
511,Visual Network,0.27813467,0.20241198,0.31844392,0.19511698
512,Visual Network,0.35789448,0.4072393,0.44223514,0.33962113
513,Visual Network,0.42534187,0.36742344,0.42482415,0.42012745
514,Visual Network,0.4131373,0.43032837,0.4028837,0.40844658
515,Visual Network,0.34570545,0.35236013,0.32450238,0.28446725
516,Visual Network,0.2674049,0.10943538,0.26620892,0.10360216
517,Visual Network,0.2609812,0.29057193,0.4001529,0.22870213
518,Visual Network,0.38620389,0.40936366,0.46619636,0.2983582
519,Visual Network,0.19668318,0.15273201,0.18067822,0.2729496
520,Visual Network,0.094417006,0.12313594,0.27288398,0.14600427
521,Visual Network,0.2759419,0.31395203,0.23813966,0.20689219
522,Visual Network,0.13986501,0.18077908,0.15116316,0.13398986
523,Visual Network,0.23056924,0.3020403,0.25030303,0.1278392
524,Visual Network,0.383329,0.4207058,0.37366402,0.25572708
525,Visual Network,0.1593603,0.1256243,0.37979737,0.16087346
526,Visual Network,0.38186902,0.28490242,0.3599714,0.23086354
527,Visual Network,0.1833502,0.24116848,0.25650615,0.09044355
528,Visual Network,0.35345665,0.34241796,0.44516045,0.34398398
529,Visual Network,0.13221996,0.21956563,0.38091835,0.18753581
530,Visual Network,0.31935295,0.32522714,0.34036824,0.26871005
531,Visual Network,0.33840543,0.20482917,0.26986226,0.19110216
532,Visual Network,0.29527625,0.18314612,0.32425952,0.13317339
533,Visual Network,0.30875185,0.17775936,0.24386467,0.15054564
534,Visual Network,0.43319452,0.39217058,0.46068123,0.33442217
535,Visual Network,0.38935247,0.30650455,0.39338693,0.26831424
536,Visual Network,0.37708145,0.29775497,0.32949153,0.24237745
537,Visual Network,0.38165,0.30649322,0.25889507,0.15271865
538,Visual Network,0.34670094,0.42857242,0.40495548,0.35366765
539,Visual Network,0.511772,0.39481777,0.51644075,0.34030387
540,Visual Network,0.27869982,0.2711849,0.32135034,0.15480886
541,Visual Network,0.30988562,0.13956888,0.24419211,0.08282632
542,Visual Network,0.24330571,0.15089282,0.3069049,0.17487103
543,Visual Network,0.15812147,0.21778125,0.28988728,0.13693805
544,Visual Network,0.40044153,0.4075024,0.38883734,0.26906052
545,Visual Network,0.29896668,0.2722296,0.32038233,0.24518946
546,Visual Network,0.13546394,0.4363868,0.38155612,0.26532087
547,Visual Network,0.32367802,0.19355641,0.30057964,0.15136032
548,Visual Network,0.3168569,0.20192319,0.34359968,0.19972442
549,Visual Network,0.48281765,0.50880104,0.49163735,0.47748595
550,Visual Network,0.3350238,0.31047758,0.32479492,0.19082952
551,Visual Network,0.3447336,0.38353774,0.38678408,0.286323
552,Visual Network,0.4634021,0.38158196,0.48238498,0.35577035
553,Visual Network,0.2954068,0.36690843,0.35098177,0.28439716
554,Visual Network,0.36414126,0.4018172,0.27688226,0.24006487
555,Visual Network,0.3453492,0.30775684,0.2633828,0.16550705
556,Visual Network,0.5139784,0.44742104,0.5259233,0.4098813
557,Visual Network,0.25891212,0.19504732,0.32217807,0.2219836
558,Visual Network,0.3960293,0.4041207,0.42961958,0.29368612
559,Visual Network,0.24542461,0.28287637,0.2758975,0.22015181
560,Visual Network,0.3796787,0.40781933,0.42202505,0.34980717
561,Visual Network,0.44880795,0.500835,0.36871934,0.39329052
562,Visual Network,0.39294094,0.45822385,0.49578765,0.3305272
563,Visual Network,0.2952238,0.20950885,0.26844588,0.18205558
564,Visual Network,0.29561827,0.3532961,0.26301727,0.18664962
565,Visual Network,0.2800255,0.25178936,0.36544576,0.21344274
566,Visual Network,0.45734838,0.4292078,0.46596715,0.38761303
567,Visual Network,0.4957913,0.50071216,0.4354767,0.43466246
568,Visual Network,0.2628778,0.29865265,0.33120826,0.14573145
569,Visual Network,0.41742903,0.4504045,0.5207613,0.35716432
570,Visual Network,0.27138266,0.22746314,0.28472733,0.2043462
571,Visual Network,0.33827168,0.19788614,0.344773,0.2120914
572,Visual Network,0.43073472,0.45603788,0.39876592,0.1801337
573,Visual Network,0.4335066,0.45118764,0.42096764,0.3981789
574,Visual Network,0.30029908,0.3327751,0.39455628,0.42631677
575,Visual Network,0.3706222,0.28129616,0.3848009,0.18660024
576,Visual Network,0.283297,0.45747814,0.4603395,0.41144225
577,Visual Network,0.43128002,0.48669973,0.4555754,0.4284099
578,Visual Network,0.31605053,0.35205507,0.33023936,0.3818636
579,Visual Network,0.46962363,0.4131928,0.45143357,0.27016428
580,Visual Network,0.46259654,0.46372038,0.28446093,0.32466927
581,Visual Network,0.34668848,0.46333167,0.33546537,0.37472922
582,Somatomotor Network,0.23884612,0.33893117,0.34507143,0.22203456
583,Somatomotor Network,0.47309124,0.46673596,0.45382544,0.41951576
584,Somatomotor Network,0.40418473,0.4175731,0.37342936,0.3224629
585,Somatomotor Network,0.39941317,0.3607127,0.49888727,0.29536352
586,Somatomotor Network,0.35861546,0.49936762,0.5430468,0.34975436
587,Somatomotor Network,0.25760925,0.24673104,0.27819833,0.12008003
588,Somatomotor Network,0.4969841,0.44938216,0.51647204,0.40090916
589,Somatomotor Network,0.08276598,0.045555025,0.07650565,0.046057522
590,Somatomotor Network,0.46237528,0.45412564,0.5159494,0.3452756
591,Somatomotor Network,0.48460007,0.30697766,0.52408403,0.23598348
592,Somatomotor Network,0.16614091,0.16161318,0.13921148,0.112674765
593,Somatomotor Network,0.5271945,0.44507122,0.50498456,0.38551643
594,Somatomotor Network,0.35731688,0.40901107,0.42001843,0.2575276
595,Somatomotor Network,0.4575489,0.4881041,0.5284504,0.3401844
596,Somatomotor Network,0.0952561,0.034903217,0.08281959,0.05092922
597,Somatomotor Network,0.22883521,0.16276331,0.21084934,0.12380849
598,Somatomotor Network,0.09686256,0.064931735,0.066597864,0.061785474
599,Somatomotor Network,0.37090713,0.3998228,0.49243262,0.19077905
600,Somatomotor Network,0.1388047,0.035639778,0.07578919,0.046396732
601,Somatomotor Network,0.2252722,0.2919999,0.3337905,0.22741424
602,Somatomotor Network,0.053143118,0.027245883,0.0702622,0.044776153
603,Somatomotor Network,0.14114484,0.085787304,0.055286746,0.100287974
604,Somatomotor Network,0.27701923,0.26844922,0.37947723,0.29490212
605,Somatomotor Network,0.37868568,0.24479203,0.3338688,0.26752037
606,Somatomotor Network,0.168172,0.091576345,0.10651844,0.080411196
607,Somatomotor Network,0.17938651,0.08489849,0.09526735,0.10285812
608,Somatomotor Network,0.3345158,0.3285033,0.2798807,0.19019735
609,Somatomotor Network,0.14455101,0.12008779,0.17147374,0.07938889
610,Somatomotor Network,0.14185853,0.09726541,0.17418759,0.04746695
611,Somatomotor Network,0.20531623,0.24181272,0.090192236,0.17176671
612,Somatomotor Network,0.16638424,0.065562144,0.09362893,0.09430061
613,Somatomotor Network,0.16869296,0.12623522,0.20460792,0.04944608
614,Somatomotor Network,0.16364942,0.08197384,0.25548312,0.047786023
615,Somatomotor Network,0.1595383,0.13413417,0.13715498,0.049647883
616,Somatomotor Network,0.17510252,0.14964902,0.25602594,0.14809197
617,Somatomotor Network,0.14512514,0.112921365,0.14713295,0.013123251
618,Somatomotor Network,0.13541542,0.06630963,0.0678681,0.0049215886
619,Somatomotor Network,0.15534131,0.11565547,0.049072772,0.03548729
620,Somatomotor Network,0.174996,0.120801255,0.10464159,0.045682386
621,Somatomotor Network,0.117608964,0.12322801,0.06206804,0.3504327
622,Somatomotor Network,0.14636199,0.09344021,0.11410372,0.04765255
623,Somatomotor Network,0.17416371,0.12916903,0.10141807,0.06923027
624,Somatomotor Network,0.16097197,0.08469778,0.07510507,0.068563245
625,Somatomotor Network,0.2114564,0.13580059,0.10631065,0.06685031
626,Somatomotor Network,0.08689833,0.07618642,0.11218137,0.07089344
627,Somatomotor Network,0.1318724,0.14577286,0.13833049,0.059857626
628,Somatomotor Network,0.3274173,0.1641229,0.35575998,0.123807296
629,Somatomotor Network,0.19277546,0.12673596,0.0811985,0.083226606
630,Somatomotor Network,0.20328905,0.11679939,0.08712153,0.06376101
631,Somatomotor Network,0.1463972,0.084732294,0.09300931,0.025963467
632,Somatomotor Network,0.2350328,0.14499119,0.08608535,0.022938548
633,Somatomotor Network,0.10468532,0.070390485,0.1491817,0.067108825
634,Somatomotor Network,0.08668557,0.055866912,0.07330401,0.03455067
635,Somatomotor Network,0.13749307,0.15013438,0.13067065,0.051006336
636,Somatomotor Network,0.14393373,0.13815649,0.1498835,0.10693692
637,Somatomotor Network,0.07676449,0.08663168,0.12097769,0.031068858
638,Somatomotor Network,0.08366296,0.031225717,0.09677004,0.01760866
639,Somatomotor Network,0.2279121,0.22137871,0.11557158,0.067247175
640,Somatomotor Network,0.1715423,0.093286134,0.11908284,0.07927536
641,Somatomotor Network,0.23710825,0.1460058,0.07487306,0.045318607
642,Somatomotor Network,0.10426226,0.08182658,0.089338504,0.030661305
643,Somatomotor Network,0.100953214,0.08547555,0.10155574,0.044620164
644,Somatomotor Network,0.059598427,0.103524774,0.09781871,0.04661987
645,Somatomotor Network,0.22041807,0.08177632,0.1370637,0.09168122
646,Somatomotor Network,0.33309856,0.09074739,0.1109956,0.059623998
647,Somatomotor Network,0.13725023,0.05270928,0.1053665,0.059976608
648,Somatomotor Network,0.13942215,0.07824774,0.06592008,0.09530193
649,Somatomotor Network,0.14368577,0.10343219,0.11289946,0.04591764
650,Somatomotor Network,0.26583344,0.24346326,0.25576812,0.0752716
651,Somatomotor Network,0.26178023,0.045293815,0.06800522,0.0193645
652,Somatomotor Network,0.07554144,0.09127446,0.09693188,0.06825752
653,Somatomotor Network,0.19040021,0.08672989,0.07001684,0.080647305
654,Somatomotor Network,0.060192406,0.10388427,0.09159514,0.08049737
655,Somatomotor Network,0.24222557,0.047170013,0.061833337,0.03534618
656,Somatomotor Network,0.24951127,0.09140059,0.15345359,0.07826216
657,Somatomotor Network,0.3491837,0.18580146,0.19932503,0.058853574
658,Somatomotor Network,0.19254482,0.14131378,0.122129954,0.05410238
659,Somatomotor Network,0.16182712,0.13885024,0.17332417,0.125335
660,Somatomotor Network,0.16742489,0.075288326,0.08796867,0.018964551
661,Somatomotor Network,0.13594492,0.078483574,0.11311214,0.057381872
662,Somatomotor Network,0.31158757,0.07354703,0.16366269,0.07795133
663,Somatomotor Network,0.14870116,0.04725007,0.04960687,0.043872338
664,Somatomotor Network,0.19365758,0.09054892,0.14175944,0.035459317
665,Somatomotor Network,0.18057793,0.04100641,0.14519955,0.055205494
666,Somatomotor Network,0.08024035,0.11718328,0.077954814,0.022792898
667,Somatomotor Network,0.25501168,0.14057209,0.15456368,0.06522256
668,Somatomotor Network,0.3019757,0.08473614,0.15421854,0.054660957
669,Somatomotor Network,0.17571405,0.10521854,0.09334556,0.046738084
670,Somatomotor Network,0.15149394,0.04091042,0.072278425,0.024909794
671,Somatomotor Network,0.20933926,0.05750695,0.098952614,0.02343515
672,Somatomotor Network,0.16113819,0.11397754,0.16231968,0.03701546
673,Somatomotor Network,0.15482256,0.07366801,0.12861533,0.08609508
674,Somatomotor Network,0.09323757,0.14378504,0.10956231,0.105092674
675,Somatomotor Network,0.2943318,0.059521627,0.121903144,0.029304078
676,Somatomotor Network,0.08581404,0.10479966,0.117399246,0.016037352
677,Somatomotor Network,0.12349859,0.07110829,0.11132605,0.03538074
678,Somatomotor Network,0.11922573,0.089830935,0.11048534,0.02929578
679,Somatomotor Network,0.22052121,0.100814305,0.12911549,0.044182826
680,Somatomotor Network,0.16822733,0.081199296,0.08600886,0.024523936
681,Somatomotor Network,0.09059958,0.05824585,0.042645186,0.105479516
682,Somatomotor Network,0.1670497,0.048606332,0.11130853,0.018913312
683,Somatomotor Network,0.16496731,0.058628984,0.091325894,0.025870157
684,Somatomotor Network,0.107721195,0.090347484,0.090510055,0.02566698
685,Dorsal Attention Network,0.09489297,0.1855984,0.21497215,0.07788585
686,Dorsal Attention Network,0.25023934,0.2502307,0.3089687,0.1760359
687,Dorsal Attention Network,0.1974406,0.15242031,0.23844014,0.11340561
688,Dorsal Attention Network,0.23149264,0.26663432,0.2502769,0.18279012
689,Dorsal Attention Network,0.06596644,0.12024073,0.1962035,0.05696808
690,Dorsal Attention Network,0.27062756,0.3386308,0.2901512,0.24417204
691,Dorsal Attention Network,0.36711633,0.35287455,0.22346087,0.28737044
692,Dorsal Attention Network,0.43003044,0.505142,0.4268063,0.44799608
693,Dorsal Attention Network,0.4283866,0.47770354,0.3698713,0.35896584
694,Dorsal Attention Network,0.33870322,0.25565997,0.38579434,0.1623184
695,Dorsal Attention Network,0.5061899,0.5183073,0.4410769,0.40435013
696,Dorsal Attention Network,0.47709098,0.37541744,0.24600768,0.20859441
697,Dorsal Attention Network,0.2791471,0.32764784,0.24347651,0.28474084
698,Dorsal Attention Network,0.13941687,0.20327912,0.088201724,0.12228005
699,Dorsal Attention Network,0.23430085,0.24621598,0.1798084,0.23688573
700,Dorsal Attention Network,0.3449662,0.34793428,0.1795749,0.23155257
701,Dorsal Attention Network,0.16821072,0.19137362,0.14524555,0.07714097
702,Dorsal Attention Network,0.15251085,0.12376768,0.1415681,0.08073274
703,Dorsal Attention Network,0.2601088,0.21081965,0.18390667,0.18700393
704,Dorsal Attention Network,0.17501195,0.13239114,0.1709412,0.07230842
705,Dorsal Attention Network,0.4283654,0.47816208,0.28411514,0.29124838
706,Dorsal Attention Network,0.40597656,0.3100764,0.29171416,0.14282729
707,Dorsal Attention Network,0.11493572,0.09464653,0.11439014,0.042555448
708,Dorsal Attention Network,0.23669434,0.27901646,0.19844416,0.13548292
709,Dorsal Attention Network,0.13206983,0.15815015,0.123362824,0.14067246
710,Dorsal Attention Network,0.11756155,0.15899076,0.1892215,0.08246822
711,Dorsal Attention Network,0.40715954,0.4898024,0.30127195,0.2702287
712,Dorsal Attention Network,0.119585305,0.10061616,0.18187226,0.08855384
713,Dorsal Attention Network,0.1894018,0.18063687,0.17035995,0.14688177
714,Dorsal Attention Network,0.1375023,0.021017184,0.10338416,0.01839215
715,Dorsal Attention Network,0.13981733,0.15649942,0.11448218,0.24675387
716,Dorsal Attention Network,0.16341478,0.28046632,0.29993933,0.23800664
717,Dorsal Attention Network,0.3168406,0.40230495,0.40249583,0.3377282
718,Dorsal Attention Network,0.1480141,0.20856997,0.13331725,0.37357208
719,Dorsal Attention Network,0.22272106,0.10005009,0.2034221,0.12969688
720,Dorsal Attention Network,0.21745133,0.25489822,0.2301343,0.08228949
721,Dorsal Attention Network,0.4160264,0.3458112,0.3417059,0.17423898
722,Dorsal Attention Network,0.20759249,0.28911448,0.29827175,0.22019808
723,Dorsal Attention Network,0.32705268,0.34646624,0.40718976,0.14540665
724,Dorsal Attention Network,0.3196664,0.20264235,0.3075643,0.17446168
725,Dorsal Attention Network,0.26461658,0.35377654,0.3676072,0.32456636
726,Dorsal Attention Network,0.12976477,0.24184586,0.16967036,0.26358724
727,Dorsal Attention Network,0.195355,0.33368903,0.40030196,0.3190857
728,Dorsal Attention Network,0.3838766,0.31699985,0.42689124,0.25379065
729,Dorsal Attention Network,0.37583113,0.3122312,0.33289027,0.1053052
730,Dorsal Attention Network,0.2688686,0.41700545,0.35823187,0.23688538
731,Dorsal Attention Network,0.3341464,0.46909365,0.2558762,0.3306054
732,Dorsal Attention Network,0.23939042,0.20545709,0.2714401,0.15087746
733,Dorsal Attention Network,0.24604787,0.28564984,0.24814475,0.26624024
734,Dorsal Attention Network,0.27500588,0.29935145,0.24610835,0.24461207
735,Dorsal Attention Network,0.3599398,0.27124625,0.24799122,0.2747235
736,Dorsal Attention Network,0.27664876,0.08561042,0.19451433,0.13741593
737,Dorsal Attention Network,0.39180535,0.31946942,0.35859683,0.2700318
738,Dorsal Attention Network,0.16155,0.32723624,0.28516135,0.16197859
739,Dorsal Attention Network,0.1289043,0.17451876,0.2515956,0.2451255
740,Dorsal Attention Network,0.3721834,0.20963112,0.1618028,0.0924496
741,Dorsal Attention Network,0.22566853,0.34384197,0.20866106,0.14266266
742,Dorsal Attention Network,0.3216307,0.16649686,0.20167719,0.104597814
743,Dorsal Attention Network,0.15185528,0.16280615,0.12715413,0.15099171
744,Dorsal Attention Network,0.17807557,0.16682446,0.16275075,0.21655001
745,Dorsal Attention Network,0.18695047,0.10155132,0.08471628,0.19809717
746,Ventral Attention Network,0.23705703,0.26493943,0.24091078,0.33330977
747,Ventral Attention Network,0.23735833,0.30419606,0.41591036,0.17583372
748,Ventral Attention Network,0.35009784,0.34102246,0.3219135,0.27205595
749,Ventral Attention Network,0.3356109,0.3184848,0.5291697,0.1869806
750,Ventral Attention Network,0.27680787,0.18212385,0.3446068,0.19515698
751,Ventral Attention Network,0.2001472,0.37946177,0.378916,0.31586188
752,Ventral Attention Network,0.23104538,0.13232628,0.3837768,0.14249583
753,Ventral Attention Network,0.36500952,0.38731158,0.41014263,0.19918646
754,Ventral Attention Network,0.26472738,0.10313597,0.15785064,0.06123492
755,Ventral Attention Network,0.3103182,0.28570682,0.24214227,0.19358383
756,Ventral Attention Network,0.14747645,0.19980785,0.254167,0.11427825
757,Ventral Attention Network,0.24815573,0.17377982,0.30521542,0.081861995
758,Ventral Attention Network,0.22205001,0.32468423,0.30611852,0.23603112
759,Ventral Attention Network,0.17108543,0.26135534,0.1615848,0.12847966
760,Ventral Attention Network,0.23746423,0.19105707,0.18650529,0.10585914
761,Ventral Attention Network,0.17337689,0.20513514,0.14098214,0.076623365
762,Ventral Attention Network,0.23169385,0.19081816,0.17085694,0.12528065
763,Ventral Attention Network,0.16115981,0.20690712,0.13679902,0.11917507
764,Ventral Attention Network,0.3779931,0.19066185,0.27625057,0.20990741
765,Ventral Attention Network,0.19927089,0.40466377,0.19153515,0.27122694
766,Ventral Attention Network,0.042657103,0.07434529,0.10512144,0.059306763
767,Ventral Attention Network,0.017002476,0.03294853,0.06526914,0.044421434
768,Ventral Attention Network,0.1913823,0.14690171,0.20211151,0.06682014
769,Ventral Attention Network,0.11112689,0.088191345,0.1261528,0.1156032
770,Ventral Attention Network,0.08725232,0.081587404,0.12091857,0.11656043
771,Ventral Attention Network,0.12526426,0.09556431,0.17826939,0.12737533
772,Ventral Attention Network,0.25452012,0.102883354,0.2200063,0.104294084
773,Ventral Attention Network,0.13105428,0.082924895,0.109723635,0.07542763
774,Ventral Attention Network,0.14867656,0.112151094,0.10596074,0.079792045
775,Ventral Attention Network,0.1299203,0.07170184,0.09187197,0.080501676
776,Ventral Attention Network,0.114099726,0.07367694,0.102164775,0.08442589
777,Ventral Attention Network,0.09390696,0.0961208,0.12765871,0.054004833
778,Ventral Attention Network,0.1169412,0.11070892,0.16535465,0.115927696
779,Ventral Attention Network,0.093107216,0.09159412,0.07840536,0.06812436
780,Ventral Attention Network,0.1457772,0.17022297,0.13652915,0.1074226
781,Ventral Attention Network,0.08437225,0.07897241,0.10836833,0.04369541
782,Ventral Attention Network,0.12045185,0.06908378,0.09254628,0.089169
783,Ventral Attention Network,0.09540372,0.059233576,0.07851658,0.050057434
784,Ventral Attention Network,0.15565671,0.08973144,0.13498774,0.11543616
785,Ventral Attention Network,0.14300348,0.05109248,0.08333235,0.106756195
786,Ventral Attention Network,0.20426121,0.18539643,0.20043385,0.11710139
787,Ventral Attention Network,0.14009914,0.17535932,0.12334798,0.13559335
788,Ventral Attention Network,0.16013107,0.17395782,0.16605008,0.09204711
789,Ventral Attention Network,0.08942544,0.25325936,0.114706635,0.077028826
790,Ventral Attention Network,0.16179794,0.14980762,0.1842812,0.13575639
791,Ventral Attention Network,0.18091746,0.19183645,0.17617211,0.21064019
792,Ventral Attention Network,0.08280754,0.10147292,0.14111999,0.12536441
793,Ventral Attention Network,0.07147773,0.07893022,0.085268036,0.12748036
794,Ventral Attention Network,0.06433936,0.06322313,0.115671836,0.11643093
795,Ventral Attention Network,0.1018347,0.10968194,0.11776524,0.12056563
796,Ventral Attention Network,0.12460795,0.12823889,0.13419531,0.07843636
797,Ventral Attention Network,0.1708642,0.13004066,0.14885212,0.087521136
798,Ventral Attention Network,0.12831393,0.16528544,0.08137678,0.055281397
799,Ventral Attention Network,0.1538471,0.19216116,0.10638215,0.1983318
800,Ventral Attention Network,0.2166085,0.1592972,0.1884548,0.02503527
801,Ventral Attention Network,0.16387568,0.1597309,0.21252312,0.35172534
802,Ventral Attention Network,0.12083251,0.123322435,0.12001874,0.08642574
803,Ventral Attention Network,0.1547796,0.18215102,0.042392313,0.03316219
804,Ventral Attention Network,0.29674977,0.24969421,0.34001136,0.33527637
805,Ventral Attention Network,0.120737225,0.10737981,0.050244216,0.16767965
806,Ventral Attention Network,0.26021892,0.2952125,0.25519508,0.1487214
807,Ventral Attention Network,0.36191523,0.2896916,0.20626271,0.31568423
808,Ventral Attention Network,0.22048058,0.21332182,0.23240732,0.097030126
809,Ventral Attention Network,0.32509327,0.054318484,0.08441153,0.22137605
810,Ventral Attention Network,0.22642037,0.20702581,0.14945623,0.074720025
811,Ventral Attention Network,0.32173017,0.183501,0.18964046,0.040897977
812,Limbic Network,0.026323581,0.03627807,0.06563741,0.034886654
813,Limbic Network,0.006107766,0.033077363,0.058441173,0.05051428
